Date,Year,Month Number,Month,Month Year,Quarter,Year-Month,Day,Weekday,Weekday Number
2005-03-27,2005,3,Mar,Mar 2005,Q1,2005-03,27,Sun,7
2005-03-28,2005,3,Mar,Mar 2005,Q1,2005-03,28,Mon,1
2005-03-29,2005,3,Mar,Mar 2005,Q1,2005-03,29,Tue,2
2005-03-30,2005,3,Mar,Mar 2005,Q1,2005-03,30,Wed,3
2005-03-31,2005,3,Mar,Mar 2005,Q1,2005-03,31,Thu,4
2005-04-01,2005,4,Apr,Apr 2005,Q2,2005-04,1,Fri,5
2005-04-02,2005,4,Apr,Apr 2005,Q2,2005-04,2,Sat,6
2005-04-03,2005,4,Apr,Apr 2005,Q2,2005-04,3,Sun,7
2005-04-04,2005,4,Apr,Apr 2005,Q2,2005-04,4,Mon,1
2005-04-05,2005,4,Apr,Apr 2005,Q2,2005-04,5,Tue,2
2005-04-06,2005,4,Apr,Apr 2005,Q2,2005-04,6,Wed,3
2005-04-07,2005,4,Apr,Apr 2005,Q2,2005-04,7,Thu,4
2005-04-08,2005,4,Apr,Apr 2005,Q2,2005-04,8,Fri,5
2005-04-09,2005,4,Apr,Apr 2005,Q2,2005-04,9,Sat,6
2005-04-10,2005,4,Apr,Apr 2005,Q2,2005-04,10,Sun,7
2005-04-11,2005,4,Apr,Apr 2005,Q2,2005-04,11,Mon,1
2005-04-12,2005,4,Apr,Apr 2005,Q2,2005-04,12,Tue,2
2005-04-13,2005,4,Apr,Apr 2005,Q2,2005-04,13,Wed,3
2005-04-14,2005,4,Apr,Apr 2005,Q2,2005-04,14,Thu,4
2005-04-15,2005,4,Apr,Apr 2005,Q2,2005-04,15,Fri,5
2005-04-16,2005,4,Apr,Apr 2005,Q2,2005-04,16,Sat,6
2005-04-17,2005,4,Apr,Apr 2005,Q2,2005-04,17,Sun,7
2005-04-18,2005,4,Apr,Apr 2005,Q2,2005-04,18,Mon,1
2005-04-19,2005,4,Apr,Apr 2005,Q2,2005-04,19,Tue,2
2005-04-20,2005,4,Apr,Apr 2005,Q2,2005-04,20,Wed,3
2005-04-21,2005,4,Apr,Apr 2005,Q2,2005-04,21,Thu,4
2005-04-22,2005,4,Apr,Apr 2005,Q2,2005-04,22,Fri,5
2005-04-23,2005,4,Apr,Apr 2005,Q2,2005-04,23,Sat,6
2005-04-24,2005,4,Apr,Apr 2005,Q2,2005-04,24,Sun,7
2005-04-25,2005,4,Apr,Apr 2005,Q2,2005-04,25,Mon,1
2005-04-26,2005,4,Apr,Apr 2005,Q2,2005-04,26,Tue,2
2005-04-27,2005,4,Apr,Apr 2005,Q2,2005-04,27,Wed,3
2005-04-28,2005,4,Apr,Apr 2005,Q2,2005-04,28,Thu,4
2005-04-29,2005,4,Apr,Apr 2005,Q2,2005-04,29,Fri,5
2005-04-30,2005,4,Apr,Apr 2005,Q2,2005-04,30,Sat,6
2005-05-01,2005,5,May,May 2005,Q2,2005-05,1,Sun,7
2005-05-02,2005,5,May,May 2005,Q2,2005-05,2,Mon,1
2005-05-03,2005,5,May,May 2005,Q2,2005-05,3,Tue,2
2005-05-04,2005,5,May,May 2005,Q2,2005-05,4,Wed,3
2005-05-05,2005,5,May,May 2005,Q2,2005-05,5,Thu,4
2005-05-06,2005,5,May,May 2005,Q2,2005-05,6,Fri,5
2005-05-07,2005,5,May,May 2005,Q2,2005-05,7,Sat,6
2005-05-08,2005,5,May,May 2005,Q2,2005-05,8,Sun,7
2005-05-09,2005,5,May,May 2005,Q2,2005-05,9,Mon,1
2005-05-10,2005,5,May,May 2005,Q2,2005-05,10,Tue,2
2005-05-11,2005,5,May,May 2005,Q2,2005-05,11,Wed,3
2005-05-12,2005,5,May,May 2005,Q2,2005-05,12,Thu,4
2005-05-13,2005,5,May,May 2005,Q2,2005-05,13,Fri,5
2005-05-14,2005,5,May,May 2005,Q2,2005-05,14,Sat,6
2005-05-15,2005,5,May,May 2005,Q2,2005-05,15,Sun,7
2005-05-16,2005,5,May,May 2005,Q2,2005-05,16,Mon,1
2005-05-17,2005,5,May,May 2005,Q2,2005-05,17,Tue,2
2005-05-18,2005,5,May,May 2005,Q2,2005-05,18,Wed,3
2005-05-19,2005,5,May,May 2005,Q2,2005-05,19,Thu,4
2005-05-20,2005,5,May,May 2005,Q2,2005-05,20,Fri,5
2005-05-21,2005,5,May,May 2005,Q2,2005-05,21,Sat,6
2005-05-22,2005,5,May,May 2005,Q2,2005-05,22,Sun,7
2005-05-23,2005,5,May,May 2005,Q2,2005-05,23,Mon,1
2005-05-24,2005,5,May,May 2005,Q2,2005-05,24,Tue,2
2005-05-25,2005,5,May,May 2005,Q2,2005-05,25,Wed,3
2005-05-26,2005,5,May,May 2005,Q2,2005-05,26,Thu,4
2005-05-27,2005,5,May,May 2005,Q2,2005-05,27,Fri,5
2005-05-28,2005,5,May,May 2005,Q2,2005-05,28,Sat,6
2005-05-29,2005,5,May,May 2005,Q2,2005-05,29,Sun,7
2005-05-30,2005,5,May,May 2005,Q2,2005-05,30,Mon,1
2005-05-31,2005,5,May,May 2005,Q2,2005-05,31,Tue,2
2005-06-01,2005,6,Jun,Jun 2005,Q2,2005-06,1,Wed,3
2005-06-02,2005,6,Jun,Jun 2005,Q2,2005-06,2,Thu,4
2005-06-03,2005,6,Jun,Jun 2005,Q2,2005-06,3,Fri,5
2005-06-04,2005,6,Jun,Jun 2005,Q2,2005-06,4,Sat,6
2005-06-05,2005,6,Jun,Jun 2005,Q2,2005-06,5,Sun,7
2005-06-06,2005,6,Jun,Jun 2005,Q2,2005-06,6,Mon,1
2005-06-07,2005,6,Jun,Jun 2005,Q2,2005-06,7,Tue,2
2005-06-08,2005,6,Jun,Jun 2005,Q2,2005-06,8,Wed,3
2005-06-09,2005,6,Jun,Jun 2005,Q2,2005-06,9,Thu,4
2005-06-10,2005,6,Jun,Jun 2005,Q2,2005-06,10,Fri,5
2005-06-11,2005,6,Jun,Jun 2005,Q2,2005-06,11,Sat,6
2005-06-12,2005,6,Jun,Jun 2005,Q2,2005-06,12,Sun,7
2005-06-13,2005,6,Jun,Jun 2005,Q2,2005-06,13,Mon,1
2005-06-14,2005,6,Jun,Jun 2005,Q2,2005-06,14,Tue,2
2005-06-15,2005,6,Jun,Jun 2005,Q2,2005-06,15,Wed,3
2005-06-16,2005,6,Jun,Jun 2005,Q2,2005-06,16,Thu,4
2005-06-17,2005,6,Jun,Jun 2005,Q2,2005-06,17,Fri,5
2005-06-18,2005,6,Jun,Jun 2005,Q2,2005-06,18,Sat,6
2005-06-19,2005,6,Jun,Jun 2005,Q2,2005-06,19,Sun,7
2005-06-20,2005,6,Jun,Jun 2005,Q2,2005-06,20,Mon,1
2005-06-21,2005,6,Jun,Jun 2005,Q2,2005-06,21,Tue,2
2005-06-22,2005,6,Jun,Jun 2005,Q2,2005-06,22,Wed,3
2005-06-23,2005,6,Jun,Jun 2005,Q2,2005-06,23,Thu,4
2005-06-24,2005,6,Jun,Jun 2005,Q2,2005-06,24,Fri,5
2005-06-25,2005,6,Jun,Jun 2005,Q2,2005-06,25,Sat,6
2005-06-26,2005,6,Jun,Jun 2005,Q2,2005-06,26,Sun,7
2005-06-27,2005,6,Jun,Jun 2005,Q2,2005-06,27,Mon,1
2005-06-28,2005,6,Jun,Jun 2005,Q2,2005-06,28,Tue,2
2005-06-29,2005,6,Jun,Jun 2005,Q2,2005-06,29,Wed,3
2005-06-30,2005,6,Jun,Jun 2005,Q2,2005-06,30,Thu,4
2005-07-01,2005,7,Jul,Jul 2005,Q3,2005-07,1,Fri,5
2005-07-02,2005,7,Jul,Jul 2005,Q3,2005-07,2,Sat,6
2005-07-03,2005,7,Jul,Jul 2005,Q3,2005-07,3,Sun,7
2005-07-04,2005,7,Jul,Jul 2005,Q3,2005-07,4,Mon,1
2005-07-05,2005,7,Jul,Jul 2005,Q3,2005-07,5,Tue,2
2005-07-06,2005,7,Jul,Jul 2005,Q3,2005-07,6,Wed,3
2005-07-07,2005,7,Jul,Jul 2005,Q3,2005-07,7,Thu,4
2005-07-08,2005,7,Jul,Jul 2005,Q3,2005-07,8,Fri,5
2005-07-09,2005,7,Jul,Jul 2005,Q3,2005-07,9,Sat,6
2005-07-10,2005,7,Jul,Jul 2005,Q3,2005-07,10,Sun,7
2005-07-11,2005,7,Jul,Jul 2005,Q3,2005-07,11,Mon,1
2005-07-12,2005,7,Jul,Jul 2005,Q3,2005-07,12,Tue,2
2005-07-13,2005,7,Jul,Jul 2005,Q3,2005-07,13,Wed,3
2005-07-14,2005,7,Jul,Jul 2005,Q3,2005-07,14,Thu,4
2005-07-15,2005,7,Jul,Jul 2005,Q3,2005-07,15,Fri,5
2005-07-16,2005,7,Jul,Jul 2005,Q3,2005-07,16,Sat,6
2005-07-17,2005,7,Jul,Jul 2005,Q3,2005-07,17,Sun,7
2005-07-18,2005,7,Jul,Jul 2005,Q3,2005-07,18,Mon,1
2005-07-19,2005,7,Jul,Jul 2005,Q3,2005-07,19,Tue,2
2005-07-20,2005,7,Jul,Jul 2005,Q3,2005-07,20,Wed,3
2005-07-21,2005,7,Jul,Jul 2005,Q3,2005-07,21,Thu,4
2005-07-22,2005,7,Jul,Jul 2005,Q3,2005-07,22,Fri,5
2005-07-23,2005,7,Jul,Jul 2005,Q3,2005-07,23,Sat,6
2005-07-24,2005,7,Jul,Jul 2005,Q3,2005-07,24,Sun,7
2005-07-25,2005,7,Jul,Jul 2005,Q3,2005-07,25,Mon,1
2005-07-26,2005,7,Jul,Jul 2005,Q3,2005-07,26,Tue,2
2005-07-27,2005,7,Jul,Jul 2005,Q3,2005-07,27,Wed,3
2005-07-28,2005,7,Jul,Jul 2005,Q3,2005-07,28,Thu,4
2005-07-29,2005,7,Jul,Jul 2005,Q3,2005-07,29,Fri,5
2005-07-30,2005,7,Jul,Jul 2005,Q3,2005-07,30,Sat,6
2005-07-31,2005,7,Jul,Jul 2005,Q3,2005-07,31,Sun,7
2005-08-01,2005,8,Aug,Aug 2005,Q3,2005-08,1,Mon,1
2005-08-02,2005,8,Aug,Aug 2005,Q3,2005-08,2,Tue,2
2005-08-03,2005,8,Aug,Aug 2005,Q3,2005-08,3,Wed,3
2005-08-04,2005,8,Aug,Aug 2005,Q3,2005-08,4,Thu,4
2005-08-05,2005,8,Aug,Aug 2005,Q3,2005-08,5,Fri,5
2005-08-06,2005,8,Aug,Aug 2005,Q3,2005-08,6,Sat,6
2005-08-07,2005,8,Aug,Aug 2005,Q3,2005-08,7,Sun,7
2005-08-08,2005,8,Aug,Aug 2005,Q3,2005-08,8,Mon,1
2005-08-09,2005,8,Aug,Aug 2005,Q3,2005-08,9,Tue,2
2005-08-10,2005,8,Aug,Aug 2005,Q3,2005-08,10,Wed,3
2005-08-11,2005,8,Aug,Aug 2005,Q3,2005-08,11,Thu,4
2005-08-12,2005,8,Aug,Aug 2005,Q3,2005-08,12,Fri,5
2005-08-13,2005,8,Aug,Aug 2005,Q3,2005-08,13,Sat,6
2005-08-14,2005,8,Aug,Aug 2005,Q3,2005-08,14,Sun,7
2005-08-15,2005,8,Aug,Aug 2005,Q3,2005-08,15,Mon,1
2005-08-16,2005,8,Aug,Aug 2005,Q3,2005-08,16,Tue,2
2005-08-17,2005,8,Aug,Aug 2005,Q3,2005-08,17,Wed,3
2005-08-18,2005,8,Aug,Aug 2005,Q3,2005-08,18,Thu,4
2005-08-19,2005,8,Aug,Aug 2005,Q3,2005-08,19,Fri,5
2005-08-20,2005,8,Aug,Aug 2005,Q3,2005-08,20,Sat,6
2005-08-21,2005,8,Aug,Aug 2005,Q3,2005-08,21,Sun,7
2005-08-22,2005,8,Aug,Aug 2005,Q3,2005-08,22,Mon,1
2005-08-23,2005,8,Aug,Aug 2005,Q3,2005-08,23,Tue,2
2005-08-24,2005,8,Aug,Aug 2005,Q3,2005-08,24,Wed,3
2005-08-25,2005,8,Aug,Aug 2005,Q3,2005-08,25,Thu,4
2005-08-26,2005,8,Aug,Aug 2005,Q3,2005-08,26,Fri,5
2005-08-27,2005,8,Aug,Aug 2005,Q3,2005-08,27,Sat,6
2005-08-28,2005,8,Aug,Aug 2005,Q3,2005-08,28,Sun,7
2005-08-29,2005,8,Aug,Aug 2005,Q3,2005-08,29,Mon,1
2005-08-30,2005,8,Aug,Aug 2005,Q3,2005-08,30,Tue,2
2005-08-31,2005,8,Aug,Aug 2005,Q3,2005-08,31,Wed,3
2005-09-01,2005,9,Sep,Sep 2005,Q3,2005-09,1,Thu,4
2005-09-02,2005,9,Sep,Sep 2005,Q3,2005-09,2,Fri,5
2005-09-03,2005,9,Sep,Sep 2005,Q3,2005-09,3,Sat,6
2005-09-04,2005,9,Sep,Sep 2005,Q3,2005-09,4,Sun,7
2005-09-05,2005,9,Sep,Sep 2005,Q3,2005-09,5,Mon,1
2005-09-06,2005,9,Sep,Sep 2005,Q3,2005-09,6,Tue,2
2005-09-07,2005,9,Sep,Sep 2005,Q3,2005-09,7,Wed,3
2005-09-08,2005,9,Sep,Sep 2005,Q3,2005-09,8,Thu,4
2005-09-09,2005,9,Sep,Sep 2005,Q3,2005-09,9,Fri,5
2005-09-10,2005,9,Sep,Sep 2005,Q3,2005-09,10,Sat,6
2005-09-11,2005,9,Sep,Sep 2005,Q3,2005-09,11,Sun,7
2005-09-12,2005,9,Sep,Sep 2005,Q3,2005-09,12,Mon,1
2005-09-13,2005,9,Sep,Sep 2005,Q3,2005-09,13,Tue,2
2005-09-14,2005,9,Sep,Sep 2005,Q3,2005-09,14,Wed,3
2005-09-15,2005,9,Sep,Sep 2005,Q3,2005-09,15,Thu,4
2005-09-16,2005,9,Sep,Sep 2005,Q3,2005-09,16,Fri,5
2005-09-17,2005,9,Sep,Sep 2005,Q3,2005-09,17,Sat,6
2005-09-18,2005,9,Sep,Sep 2005,Q3,2005-09,18,Sun,7
2005-09-19,2005,9,Sep,Sep 2005,Q3,2005-09,19,Mon,1
2005-09-20,2005,9,Sep,Sep 2005,Q3,2005-09,20,Tue,2
2005-09-21,2005,9,Sep,Sep 2005,Q3,2005-09,21,Wed,3
2005-09-22,2005,9,Sep,Sep 2005,Q3,2005-09,22,Thu,4
2005-09-23,2005,9,Sep,Sep 2005,Q3,2005-09,23,Fri,5
2005-09-24,2005,9,Sep,Sep 2005,Q3,2005-09,24,Sat,6
2005-09-25,2005,9,Sep,Sep 2005,Q3,2005-09,25,Sun,7
2005-09-26,2005,9,Sep,Sep 2005,Q3,2005-09,26,Mon,1
2005-09-27,2005,9,Sep,Sep 2005,Q3,2005-09,27,Tue,2
2005-09-28,2005,9,Sep,Sep 2005,Q3,2005-09,28,Wed,3
2005-09-29,2005,9,Sep,Sep 2005,Q3,2005-09,29,Thu,4
2005-09-30,2005,9,Sep,Sep 2005,Q3,2005-09,30,Fri,5
2005-10-01,2005,10,Oct,Oct 2005,Q4,2005-10,1,Sat,6
2005-10-02,2005,10,Oct,Oct 2005,Q4,2005-10,2,Sun,7
2005-10-03,2005,10,Oct,Oct 2005,Q4,2005-10,3,Mon,1
2005-10-04,2005,10,Oct,Oct 2005,Q4,2005-10,4,Tue,2
2005-10-05,2005,10,Oct,Oct 2005,Q4,2005-10,5,Wed,3
2005-10-06,2005,10,Oct,Oct 2005,Q4,2005-10,6,Thu,4
2005-10-07,2005,10,Oct,Oct 2005,Q4,2005-10,7,Fri,5
2005-10-08,2005,10,Oct,Oct 2005,Q4,2005-10,8,Sat,6
2005-10-09,2005,10,Oct,Oct 2005,Q4,2005-10,9,Sun,7
2005-10-10,2005,10,Oct,Oct 2005,Q4,2005-10,10,Mon,1
2005-10-11,2005,10,Oct,Oct 2005,Q4,2005-10,11,Tue,2
2005-10-12,2005,10,Oct,Oct 2005,Q4,2005-10,12,Wed,3
2005-10-13,2005,10,Oct,Oct 2005,Q4,2005-10,13,Thu,4
2005-10-14,2005,10,Oct,Oct 2005,Q4,2005-10,14,Fri,5
2005-10-15,2005,10,Oct,Oct 2005,Q4,2005-10,15,Sat,6
2005-10-16,2005,10,Oct,Oct 2005,Q4,2005-10,16,Sun,7
2005-10-17,2005,10,Oct,Oct 2005,Q4,2005-10,17,Mon,1
2005-10-18,2005,10,Oct,Oct 2005,Q4,2005-10,18,Tue,2
2005-10-19,2005,10,Oct,Oct 2005,Q4,2005-10,19,Wed,3
2005-10-20,2005,10,Oct,Oct 2005,Q4,2005-10,20,Thu,4
2005-10-21,2005,10,Oct,Oct 2005,Q4,2005-10,21,Fri,5
2005-10-22,2005,10,Oct,Oct 2005,Q4,2005-10,22,Sat,6
2005-10-23,2005,10,Oct,Oct 2005,Q4,2005-10,23,Sun,7
2005-10-24,2005,10,Oct,Oct 2005,Q4,2005-10,24,Mon,1
2005-10-25,2005,10,Oct,Oct 2005,Q4,2005-10,25,Tue,2
2005-10-26,2005,10,Oct,Oct 2005,Q4,2005-10,26,Wed,3
2005-10-27,2005,10,Oct,Oct 2005,Q4,2005-10,27,Thu,4
2005-10-28,2005,10,Oct,Oct 2005,Q4,2005-10,28,Fri,5
2005-10-29,2005,10,Oct,Oct 2005,Q4,2005-10,29,Sat,6
2005-10-30,2005,10,Oct,Oct 2005,Q4,2005-10,30,Sun,7
2005-10-31,2005,10,Oct,Oct 2005,Q4,2005-10,31,Mon,1
2005-11-01,2005,11,Nov,Nov 2005,Q4,2005-11,1,Tue,2
2005-11-02,2005,11,Nov,Nov 2005,Q4,2005-11,2,Wed,3
2005-11-03,2005,11,Nov,Nov 2005,Q4,2005-11,3,Thu,4
2005-11-04,2005,11,Nov,Nov 2005,Q4,2005-11,4,Fri,5
2005-11-05,2005,11,Nov,Nov 2005,Q4,2005-11,5,Sat,6
2005-11-06,2005,11,Nov,Nov 2005,Q4,2005-11,6,Sun,7
2005-11-07,2005,11,Nov,Nov 2005,Q4,2005-11,7,Mon,1
2005-11-08,2005,11,Nov,Nov 2005,Q4,2005-11,8,Tue,2
2005-11-09,2005,11,Nov,Nov 2005,Q4,2005-11,9,Wed,3
2005-11-10,2005,11,Nov,Nov 2005,Q4,2005-11,10,Thu,4
2005-11-11,2005,11,Nov,Nov 2005,Q4,2005-11,11,Fri,5
2005-11-12,2005,11,Nov,Nov 2005,Q4,2005-11,12,Sat,6
2005-11-13,2005,11,Nov,Nov 2005,Q4,2005-11,13,Sun,7
2005-11-14,2005,11,Nov,Nov 2005,Q4,2005-11,14,Mon,1
2005-11-15,2005,11,Nov,Nov 2005,Q4,2005-11,15,Tue,2
2005-11-16,2005,11,Nov,Nov 2005,Q4,2005-11,16,Wed,3
2005-11-17,2005,11,Nov,Nov 2005,Q4,2005-11,17,Thu,4
2005-11-18,2005,11,Nov,Nov 2005,Q4,2005-11,18,Fri,5
2005-11-19,2005,11,Nov,Nov 2005,Q4,2005-11,19,Sat,6
2005-11-20,2005,11,Nov,Nov 2005,Q4,2005-11,20,Sun,7
2005-11-21,2005,11,Nov,Nov 2005,Q4,2005-11,21,Mon,1
2005-11-22,2005,11,Nov,Nov 2005,Q4,2005-11,22,Tue,2
2005-11-23,2005,11,Nov,Nov 2005,Q4,2005-11,23,Wed,3
2005-11-24,2005,11,Nov,Nov 2005,Q4,2005-11,24,Thu,4
2005-11-25,2005,11,Nov,Nov 2005,Q4,2005-11,25,Fri,5
2005-11-26,2005,11,Nov,Nov 2005,Q4,2005-11,26,Sat,6
2005-11-27,2005,11,Nov,Nov 2005,Q4,2005-11,27,Sun,7
2005-11-28,2005,11,Nov,Nov 2005,Q4,2005-11,28,Mon,1
2005-11-29,2005,11,Nov,Nov 2005,Q4,2005-11,29,Tue,2
2005-11-30,2005,11,Nov,Nov 2005,Q4,2005-11,30,Wed,3
2005-12-01,2005,12,Dec,Dec 2005,Q4,2005-12,1,Thu,4
2005-12-02,2005,12,Dec,Dec 2005,Q4,2005-12,2,Fri,5
2005-12-03,2005,12,Dec,Dec 2005,Q4,2005-12,3,Sat,6
2005-12-04,2005,12,Dec,Dec 2005,Q4,2005-12,4,Sun,7
2005-12-05,2005,12,Dec,Dec 2005,Q4,2005-12,5,Mon,1
2005-12-06,2005,12,Dec,Dec 2005,Q4,2005-12,6,Tue,2
2005-12-07,2005,12,Dec,Dec 2005,Q4,2005-12,7,Wed,3
2005-12-08,2005,12,Dec,Dec 2005,Q4,2005-12,8,Thu,4
2005-12-09,2005,12,Dec,Dec 2005,Q4,2005-12,9,Fri,5
2005-12-10,2005,12,Dec,Dec 2005,Q4,2005-12,10,Sat,6
2005-12-11,2005,12,Dec,Dec 2005,Q4,2005-12,11,Sun,7
2005-12-12,2005,12,Dec,Dec 2005,Q4,2005-12,12,Mon,1
2005-12-13,2005,12,Dec,Dec 2005,Q4,2005-12,13,Tue,2
2005-12-14,2005,12,Dec,Dec 2005,Q4,2005-12,14,Wed,3
2005-12-15,2005,12,Dec,Dec 2005,Q4,2005-12,15,Thu,4
2005-12-16,2005,12,Dec,Dec 2005,Q4,2005-12,16,Fri,5
2005-12-17,2005,12,Dec,Dec 2005,Q4,2005-12,17,Sat,6
2005-12-18,2005,12,Dec,Dec 2005,Q4,2005-12,18,Sun,7
2005-12-19,2005,12,Dec,Dec 2005,Q4,2005-12,19,Mon,1
2005-12-20,2005,12,Dec,Dec 2005,Q4,2005-12,20,Tue,2
2005-12-21,2005,12,Dec,Dec 2005,Q4,2005-12,21,Wed,3
2005-12-22,2005,12,Dec,Dec 2005,Q4,2005-12,22,Thu,4
2005-12-23,2005,12,Dec,Dec 2005,Q4,2005-12,23,Fri,5
2005-12-24,2005,12,Dec,Dec 2005,Q4,2005-12,24,Sat,6
2005-12-25,2005,12,Dec,Dec 2005,Q4,2005-12,25,Sun,7
2005-12-26,2005,12,Dec,Dec 2005,Q4,2005-12,26,Mon,1
2005-12-27,2005,12,Dec,Dec 2005,Q4,2005-12,27,Tue,2
2005-12-28,2005,12,Dec,Dec 2005,Q4,2005-12,28,Wed,3
2005-12-29,2005,12,Dec,Dec 2005,Q4,2005-12,29,Thu,4
2005-12-30,2005,12,Dec,Dec 2005,Q4,2005-12,30,Fri,5
2005-12-31,2005,12,Dec,Dec 2005,Q4,2005-12,31,Sat,6
2006-01-01,2006,1,Jan,Jan 2006,Q1,2006-01,1,Sun,7
2006-01-02,2006,1,Jan,Jan 2006,Q1,2006-01,2,Mon,1
2006-01-03,2006,1,Jan,Jan 2006,Q1,2006-01,3,Tue,2
2006-01-04,2006,1,Jan,Jan 2006,Q1,2006-01,4,Wed,3
2006-01-05,2006,1,Jan,Jan 2006,Q1,2006-01,5,Thu,4
2006-01-06,2006,1,Jan,Jan 2006,Q1,2006-01,6,Fri,5
2006-01-07,2006,1,Jan,Jan 2006,Q1,2006-01,7,Sat,6
2006-01-08,2006,1,Jan,Jan 2006,Q1,2006-01,8,Sun,7
2006-01-09,2006,1,Jan,Jan 2006,Q1,2006-01,9,Mon,1
2006-01-10,2006,1,Jan,Jan 2006,Q1,2006-01,10,Tue,2
2006-01-11,2006,1,Jan,Jan 2006,Q1,2006-01,11,Wed,3
2006-01-12,2006,1,Jan,Jan 2006,Q1,2006-01,12,Thu,4
2006-01-13,2006,1,Jan,Jan 2006,Q1,2006-01,13,Fri,5
2006-01-14,2006,1,Jan,Jan 2006,Q1,2006-01,14,Sat,6
2006-01-15,2006,1,Jan,Jan 2006,Q1,2006-01,15,Sun,7
2006-01-16,2006,1,Jan,Jan 2006,Q1,2006-01,16,Mon,1
2006-01-17,2006,1,Jan,Jan 2006,Q1,2006-01,17,Tue,2
2006-01-18,2006,1,Jan,Jan 2006,Q1,2006-01,18,Wed,3
2006-01-19,2006,1,Jan,Jan 2006,Q1,2006-01,19,Thu,4
2006-01-20,2006,1,Jan,Jan 2006,Q1,2006-01,20,Fri,5
2006-01-21,2006,1,Jan,Jan 2006,Q1,2006-01,21,Sat,6
2006-01-22,2006,1,Jan,Jan 2006,Q1,2006-01,22,Sun,7
2006-01-23,2006,1,Jan,Jan 2006,Q1,2006-01,23,Mon,1
2006-01-24,2006,1,Jan,Jan 2006,Q1,2006-01,24,Tue,2
2006-01-25,2006,1,Jan,Jan 2006,Q1,2006-01,25,Wed,3
2006-01-26,2006,1,Jan,Jan 2006,Q1,2006-01,26,Thu,4
2006-01-27,2006,1,Jan,Jan 2006,Q1,2006-01,27,Fri,5
2006-01-28,2006,1,Jan,Jan 2006,Q1,2006-01,28,Sat,6
2006-01-29,2006,1,Jan,Jan 2006,Q1,2006-01,29,Sun,7
2006-01-30,2006,1,Jan,Jan 2006,Q1,2006-01,30,Mon,1
2006-01-31,2006,1,Jan,Jan 2006,Q1,2006-01,31,Tue,2
2006-02-01,2006,2,Feb,Feb 2006,Q1,2006-02,1,Wed,3
2006-02-02,2006,2,Feb,Feb 2006,Q1,2006-02,2,Thu,4
2006-02-03,2006,2,Feb,Feb 2006,Q1,2006-02,3,Fri,5
2006-02-04,2006,2,Feb,Feb 2006,Q1,2006-02,4,Sat,6
2006-02-05,2006,2,Feb,Feb 2006,Q1,2006-02,5,Sun,7
2006-02-06,2006,2,Feb,Feb 2006,Q1,2006-02,6,Mon,1
2006-02-07,2006,2,Feb,Feb 2006,Q1,2006-02,7,Tue,2
2006-02-08,2006,2,Feb,Feb 2006,Q1,2006-02,8,Wed,3
2006-02-09,2006,2,Feb,Feb 2006,Q1,2006-02,9,Thu,4
2006-02-10,2006,2,Feb,Feb 2006,Q1,2006-02,10,Fri,5
2006-02-11,2006,2,Feb,Feb 2006,Q1,2006-02,11,Sat,6
2006-02-12,2006,2,Feb,Feb 2006,Q1,2006-02,12,Sun,7
2006-02-13,2006,2,Feb,Feb 2006,Q1,2006-02,13,Mon,1
2006-02-14,2006,2,Feb,Feb 2006,Q1,2006-02,14,Tue,2
2006-02-15,2006,2,Feb,Feb 2006,Q1,2006-02,15,Wed,3
2006-02-16,2006,2,Feb,Feb 2006,Q1,2006-02,16,Thu,4
2006-02-17,2006,2,Feb,Feb 2006,Q1,2006-02,17,Fri,5
2006-02-18,2006,2,Feb,Feb 2006,Q1,2006-02,18,Sat,6
2006-02-19,2006,2,Feb,Feb 2006,Q1,2006-02,19,Sun,7
2006-02-20,2006,2,Feb,Feb 2006,Q1,2006-02,20,Mon,1
2006-02-21,2006,2,Feb,Feb 2006,Q1,2006-02,21,Tue,2
2006-02-22,2006,2,Feb,Feb 2006,Q1,2006-02,22,Wed,3
2006-02-23,2006,2,Feb,Feb 2006,Q1,2006-02,23,Thu,4
2006-02-24,2006,2,Feb,Feb 2006,Q1,2006-02,24,Fri,5
2006-02-25,2006,2,Feb,Feb 2006,Q1,2006-02,25,Sat,6
2006-02-26,2006,2,Feb,Feb 2006,Q1,2006-02,26,Sun,7
2006-02-27,2006,2,Feb,Feb 2006,Q1,2006-02,27,Mon,1
2006-02-28,2006,2,Feb,Feb 2006,Q1,2006-02,28,Tue,2
2006-03-01,2006,3,Mar,Mar 2006,Q1,2006-03,1,Wed,3
2006-03-02,2006,3,Mar,Mar 2006,Q1,2006-03,2,Thu,4
2006-03-03,2006,3,Mar,Mar 2006,Q1,2006-03,3,Fri,5
2006-03-04,2006,3,Mar,Mar 2006,Q1,2006-03,4,Sat,6
2006-03-05,2006,3,Mar,Mar 2006,Q1,2006-03,5,Sun,7
2006-03-06,2006,3,Mar,Mar 2006,Q1,2006-03,6,Mon,1
2006-03-07,2006,3,Mar,Mar 2006,Q1,2006-03,7,Tue,2
2006-03-08,2006,3,Mar,Mar 2006,Q1,2006-03,8,Wed,3
2006-03-09,2006,3,Mar,Mar 2006,Q1,2006-03,9,Thu,4
2006-03-10,2006,3,Mar,Mar 2006,Q1,2006-03,10,Fri,5
2006-03-11,2006,3,Mar,Mar 2006,Q1,2006-03,11,Sat,6
2006-03-12,2006,3,Mar,Mar 2006,Q1,2006-03,12,Sun,7
