SalesOrderNumber,SalesOrderLineNumber,ProductKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderDateKey,DueDateKey,ShipDateKey,OrderQuantity,UnitPrice,ExtendedAmount,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
SO10572,1,60,23,1,1,1,20240402,20240407,20240408,1,49.85,49.85,0.0,20.78,20.78,49.85,4.11,0.63,TRK903966,PO277561
SO10573,2,28,3,1,1,1,20240324,20240330,20240327,3,2500.86,7502.58,0.0,1544.51,4633.53,7502.58,618.96,263.48,TRK883714,PO892547
SO10574,2,40,34,1,2,4,20241020,20241025,20241023,1,2294.32,2294.32,0.0,1421.92,1421.92,2294.32,189.28,32.61,TRK975849,PO297389
SO10575,3,26,70,4,1,1,20240922,20241002,20240925,1,2392.26,2392.26,358.84,1447.45,1447.45,2033.42,167.76,25.97,TRK465805,PO909889
SO10576,2,58,134,1,4,6,20240623,20240626,20240630,5,52.24,261.2,0.0,23.3,116.5,261.2,21.55,7.2,TRK836296,PO554928
SO10577,2,37,89,1,4,6,20250530,20250606,20250531,1,829.09,829.09,0.0,471.59,471.59,829.09,68.4,21.06,TRK590406,PO373516
SO10578,4,15,9,1,3,5,20240709,20240719,20240711,2,570.02,1140.04,0.0,315.14,630.28,1140.04,94.05,27.38,TRK790282,PO716972
SO10579,1,42,9,1,3,5,20250102,20250105,20250104,3,2416.26,7248.78,0.0,1576.33,4728.99,7248.78,598.02,164.13,TRK296200,PO475394
SO10580,4,21,79,1,1,3,20240123,20240202,20240130,2,3695.11,7390.22,0.0,2013.24,4026.48,7390.22,609.69,210.61,TRK866461,PO518731
SO10581,2,32,122,2,1,2,20250907,20250915,20250911,1,789.13,789.13,39.46,500.36,500.36,749.67,61.85,22.76,TRK900244,PO631586
SO10582,3,54,28,2,1,2,20250814,20250823,20250819,3,45.95,137.85,6.89,21.77,65.31,130.96,10.8,1.42,TRK725843,PO831519
SO10582,3,26,135,2,1,1,20240513,20240521,20240520,2,2392.26,4784.52,239.23,1447.45,2894.9,4545.29,374.99,176.35,TRK931377,PO903023
SO10582,3,45,37,1,2,4,20250416,20250419,20250422,2,693.43,1386.86,0.0,427.6,855.2,1386.86,114.42,20.01,TRK422465,PO184279
SO10582,1,31,48,1,1,3,20240907,20240912,20240913,1,843.25,843.25,0.0,496.89,496.89,843.25,69.57,22.48,TRK600531,PO267069
SO10582,2,13,89,1,4,6,20250207,20250213,20250211,2,579.5,1159.0,0.0,301.9,603.8,1159.0,95.62,34.83,TRK900122,PO200479
SO10583,4,17,100,2,1,2,20240516,20240525,20240523,1,543.13,543.13,27.16,333.47,333.47,515.97,42.57,10.22,TRK725935,PO512982
SO10584,2,10,137,1,2,4,20250823,20250826,20250825,1,1731.69,1731.69,0.0,874.99,874.99,1731.69,142.86,63.32,TRK487063,PO479878
SO10585,1,65,88,1,1,2,20250211,20250215,20250217,1,68.94,68.94,0.0,28.43,28.43,68.94,5.69,1.17,TRK321493,PO416604
SO10586,4,12,112,1,4,6,20240703,20240712,20240705,1,1607.83,1607.83,0.0,897.63,897.63,1607.83,132.65,29.82,TRK136518,PO373698
SO10587,1,23,108,1,2,4,20250613,20250617,20250617,1,2278.75,2278.75,0.0,1453.1,1453.1,2278.75,188.0,77.9,TRK787728,PO524121
SO10588,4,21,4,1,3,5,20250603,20250612,20250609,1,3695.11,3695.11,0.0,2013.24,2013.24,3695.11,304.85,87.36,TRK542978,PO908829
SO10588,3,39,14,1,1,3,20251011,20251015,20251016,2,2542.13,5084.26,0.0,1472.24,2944.48,5084.26,419.45,173.95,TRK918941,PO596550
SO10588,1,69,86,1,1,1,20240702,20240711,20240707,2,32.59,65.18,0.0,14.58,29.16,65.18,5.38,2.14,TRK257692,PO107294
SO10589,1,34,87,1,1,2,20250921,20251001,20250925,1,748.1,748.1,0.0,449.62,449.62,748.1,61.72,8.57,TRK613405,PO582607
SO10589,1,7,94,1,4,6,20240915,20240924,20240918,2,1525.01,3050.02,0.0,904.22,1808.44,3050.02,251.63,92.26,TRK669113,PO380216
SO10590,3,38,46,1,2,4,20250402,20250410,20250405,1,2443.29,2443.29,0.0,1457.25,1457.25,2443.29,201.57,71.05,TRK867457,PO138390
SO10591,4,51,137,1,2,4,20250701,20250705,20250703,2,7.37,14.74,0.0,2.07,4.14,14.74,1.22,0.47,TRK388039,PO462163
SO10592,2,32,118,3,4,6,20250805,20250815,20250806,3,789.13,2367.39,236.74,500.36,1501.08,2130.65,175.78,26.2,TRK738953,PO858970
SO10593,1,49,26,4,3,5,20240321,20240329,20240327,2,800.9,1601.8,240.27,463.15,926.3,1361.53,112.33,44.22,TRK292864,PO883041
SO10594,2,11,66,4,3,5,20240715,20240722,20240718,2,1730.74,3461.48,519.22,980.12,1960.24,2942.26,242.74,83.76,TRK827981,PO937764
SO10595,1,48,13,1,1,1,20250323,20250330,20250329,2,690.18,1380.36,0.0,452.27,904.54,1380.36,113.88,42.33,TRK733992,PO518036
SO10596,3,37,47,1,2,4,20240731,20240803,20240807,1,829.09,829.09,0.0,471.59,471.59,829.09,68.4,18.6,TRK584904,PO728180
SO10596,4,13,82,1,1,1,20241128,20241204,20241129,1,579.5,579.5,0.0,301.9,301.9,579.5,47.81,16.42,TRK716472,PO541203
SO10597,4,70,85,1,2,4,20250725,20250728,20250728,3,36.49,109.47,0.0,13.17,39.51,109.47,9.03,2.21,TRK259151,PO584387
SO10597,1,27,128,1,1,3,20251120,20251129,20251123,2,2351.92,4703.84,0.0,1624.05,3248.1,4703.84,388.07,103.9,TRK762054,PO610172
SO10598,4,45,144,1,1,3,20250626,20250704,20250629,1,693.43,693.43,0.0,427.6,427.6,693.43,57.21,13.01,TRK131000,PO263473
SO10598,4,22,150,1,1,3,20250317,20250326,20250324,2,3422.23,6844.46,0.0,2097.84,4195.68,6844.46,564.67,73.25,TRK346120,PO493514
SO10598,3,17,138,1,4,6,20240506,20240510,20240510,2,543.13,1086.26,0.0,333.47,666.94,1086.26,89.62,17.98,TRK287299,PO266846
SO10599,3,53,103,2,4,6,20250304,20250311,20250307,2,47.17,94.34,4.72,22.5,45.0,89.62,7.39,2.97,TRK626704,PO661645
SO10600,2,51,137,3,2,4,20250521,20250531,20250524,2,7.37,14.74,1.47,2.07,4.14,13.27,1.09,0.46,TRK519487,PO402417
SO10601,4,69,1,2,2,4,20251102,20251107,20251108,2,32.59,65.18,3.26,14.58,29.16,61.92,5.11,2.3,TRK538587,PO530224
SO10602,1,4,49,1,4,6,20250916,20250920,20250921,2,2338.05,4676.1,0.0,1307.47,2614.94,4676.1,385.78,126.8,TRK440808,PO739434
SO10603,4,22,64,1,3,5,20251201,20251205,20251204,2,3422.23,6844.46,0.0,2097.84,4195.68,6844.46,564.67,73.11,TRK678874,PO636174
SO10603,3,21,50,1,1,2,20240902,20240907,20240906,2,3695.11,7390.22,0.0,2013.24,4026.48,7390.22,609.69,281.67,TRK239093,PO407213
SO10603,2,4,17,1,3,5,20250415,20250421,20250421,1,2338.05,2338.05,0.0,1307.47,1307.47,2338.05,192.89,65.69,TRK583819,PO624513
SO10603,4,43,29,1,1,1,20240312,20240315,20240318,1,2345.63,2345.63,0.0,1415.45,1415.45,2345.63,193.51,25.73,TRK504032,PO173783
SO10603,3,34,107,1,4,6,20250913,20250916,20250917,3,748.1,2244.3,0.0,449.62,1348.86,2244.3,185.15,54.82,TRK951089,PO517749
SO10604,3,47,11,2,3,5,20250607,20250617,20250611,2,776.68,1553.36,77.67,455.26,910.52,1475.69,121.74,49.62,TRK894758,PO965314
SO10604,2,15,149,1,3,5,20250226,20250306,20250228,3,570.02,1710.06,0.0,315.14,945.42,1710.06,141.08,63.94,TRK377356,PO201843
SO10605,4,10,85,3,2,4,20250518,20250524,20250525,2,1731.69,3463.38,346.34,874.99,1749.98,3117.04,257.16,55.48,TRK446723,PO925621
SO10606,3,34,116,1,1,3,20240206,20240211,20240208,2,748.1,1496.2,0.0,449.62,899.24,1496.2,123.44,38.38,TRK690913,PO480343
SO10606,2,40,75,1,2,4,20251011,20251018,20251015,3,2294.32,6882.96,0.0,1421.92,4265.76,6882.96,567.84,216.07,TRK879860,PO944311
SO10606,3,19,33,1,2,4,20250128,20250204,20250203,2,3766.58,7533.16,0.0,2212.17,4424.34,7533.16,621.49,126.84,TRK255570,PO712614
SO10607,3,34,4,2,3,5,20250613,20250622,20250617,1,748.1,748.1,37.41,449.62,449.62,710.69,58.63,20.29,TRK775127,PO263448
SO10608,4,41,129,1,4,6,20250511,20250516,20250518,2,2407.41,4814.82,0.0,1425.74,2851.48,4814.82,397.22,124.02,TRK114923,PO801229
SO10608,1,44,17,1,3,5,20240817,20240822,20240820,1,801.07,801.07,0.0,461.7,461.7,801.07,66.09,22.64,TRK781570,PO306508
SO10608,2,64,92,1,3,5,20251015,20251018,20251022,3,45.23,135.69,0.0,23.51,70.53,135.69,11.19,4.39,TRK877391,PO312368
SO10609,1,5,94,1,4,6,20241203,20241207,20241206,2,2172.52,4345.04,0.0,1294.67,2589.34,4345.04,358.47,115.57,TRK936677,PO158693
SO10610,1,67,115,1,1,3,20240706,20240712,20240708,2,68.93,137.86,0.0,28.93,57.86,137.86,11.37,4.23,TRK738727,PO378673
SO10611,2,36,142,2,2,4,20240306,20240311,20240311,1,745.84,745.84,37.29,520.44,520.44,708.55,58.46,13.52,TRK714127,PO898679
SO10612,1,62,149,1,3,5,20240222,20240301,20240229,3,51.18,153.54,0.0,22.11,66.33,153.54,12.67,4.46,TRK563363,PO187436
SO10613,1,26,122,1,1,2,20240808,20240818,20240811,1,2392.26,2392.26,0.0,1447.45,1447.45,2392.26,197.36,64.78,TRK854955,PO564143
SO10614,4,59,50,1,1,2,20250220,20250227,20250224,1,47.42,47.42,0.0,22.49,22.49,47.42,3.91,1.37,TRK639178,PO397539
SO10614,2,34,77,1,1,1,20241008,20241015,20241014,2,748.1,1496.2,0.0,449.62,899.24,1496.2,123.44,34.71,TRK611265,PO106833
SO10615,4,66,82,1,1,1,20240702,20240706,20240709,3,63.0,189.0,0.0,25.09,75.27,189.0,15.59,4.34,TRK459065,PO768868
SO10616,4,24,138,2,4,6,20240825,20240831,20240828,1,2287.04,2287.04,114.35,1464.07,1464.07,2172.69,179.25,54.43,TRK207916,PO818008
SO10616,2,27,77,1,1,1,20241127,20241202,20241129,2,2351.92,4703.84,0.0,1624.05,3248.1,4703.84,388.07,155.19,TRK739760,PO794776
SO10617,3,42,41,4,3,5,20251031,20251109,20251107,2,2416.26,4832.52,724.88,1576.33,3152.66,4107.64,338.88,130.6,TRK594908,PO997830
SO10618,4,48,78,1,1,3,20241228,20250105,20250101,1,690.18,690.18,0.0,452.27,452.27,690.18,56.94,13.28,TRK105948,PO899248
SO10618,2,8,104,1,2,4,20240523,20240602,20240530,2,1689.57,3379.14,0.0,956.83,1913.66,3379.14,278.78,61.59,TRK318742,PO794214
SO10618,2,38,66,1,3,5,20250313,20250322,20250316,1,2443.29,2443.29,0.0,1457.25,1457.25,2443.29,201.57,65.34,TRK747554,PO627374
SO10618,4,36,113,1,1,3,20240613,20240621,20240619,1,745.84,745.84,0.0,520.44,520.44,745.84,61.53,18.19,TRK148234,PO919176
SO10619,3,63,100,1,1,2,20250913,20250922,20250914,2,45.08,90.16,0.0,21.38,42.76,90.16,7.44,1.18,TRK664024,PO487395
SO10619,2,37,113,1,1,3,20240316,20240324,20240323,1,829.09,829.09,0.0,471.59,471.59,829.09,68.4,26.51,TRK718458,PO413372
SO10619,3,26,147,1,4,6,20240908,20240916,20240913,2,2392.26,4784.52,0.0,1447.45,2894.9,4784.52,394.72,126.3,TRK823066,PO122913
SO10619,2,9,36,2,1,1,20241117,20241125,20241124,3,1576.2,4728.6,236.43,963.57,2890.71,4492.17,370.6,105.01,TRK436873,PO591075
SO10619,2,59,59,1,3,5,20251124,20251201,20251127,2,47.42,94.84,0.0,22.49,44.98,94.84,7.82,2.67,TRK224980,PO773437
SO10620,1,55,106,2,2,4,20240219,20240222,20240224,3,48.64,145.92,7.3,23.6,70.8,138.62,11.44,2.94,TRK628704,PO937055
SO10621,1,69,84,1,3,5,20241207,20241211,20241213,3,32.59,97.77,0.0,14.58,43.74,97.77,8.07,1.2,TRK657593,PO265909
SO10621,3,12,132,3,1,3,20250916,20250922,20250923,2,1607.83,3215.66,321.57,897.63,1795.26,2894.09,238.76,35.29,TRK588337,PO573210
SO10621,4,43,39,1,3,5,20250812,20250820,20250816,1,2345.63,2345.63,0.0,1415.45,1415.45,2345.63,193.51,60.59,TRK122527,PO520967
SO10622,3,38,148,1,2,4,20250203,20250206,20250204,1,2443.29,2443.29,0.0,1457.25,1457.25,2443.29,201.57,40.94,TRK997135,PO333717
SO10622,2,42,150,1,1,3,20251112,20251118,20251119,2,2416.26,4832.52,0.0,1576.33,3152.66,4832.52,398.68,167.43,TRK298020,PO910540
SO10623,1,27,38,1,1,1,20240127,20240130,20240203,1,2351.92,2351.92,0.0,1624.05,1624.05,2351.92,194.03,32.5,TRK443367,PO430654
SO10624,3,27,59,1,3,5,20250310,20250317,20250312,1,2351.92,2351.92,0.0,1624.05,1624.05,2351.92,194.03,89.58,TRK128622,PO243982
SO10625,2,16,113,1,1,3,20240801,20240810,20240802,2,566.54,1133.08,0.0,321.39,642.78,1133.08,93.48,26.52,TRK908435,PO498988
SO10626,4,12,32,1,1,3,20250815,20250819,20250817,1,1607.83,1607.83,0.0,897.63,897.63,1607.83,132.65,52.57,TRK876619,PO734229
SO10627,4,41,92,1,3,5,20240402,20240410,20240406,2,2407.41,4814.82,0.0,1425.74,2851.48,4814.82,397.22,85.02,TRK116929,PO107608
SO10627,4,54,98,4,1,3,20240412,20240420,20240415,3,45.95,137.85,20.68,21.77,65.31,117.17,9.67,4.5,TRK988991,PO783673
SO10627,3,30,77,1,1,1,20251021,20251030,20251025,3,739.88,2219.64,0.0,476.63,1429.89,2219.64,183.12,23.25,TRK147573,PO247572
SO10627,1,23,64,1,3,5,20250615,20250620,20250617,2,2278.75,4557.5,0.0,1453.1,2906.2,4557.5,375.99,140.61,TRK725165,PO941356
SO10628,2,38,54,1,1,3,20240610,20240619,20240612,1,2443.29,2443.29,0.0,1457.25,1457.25,2443.29,201.57,37.23,TRK878008,PO948735
SO10629,3,47,47,2,2,4,20240131,20240210,20240202,1,776.68,776.68,38.83,455.26,455.26,737.85,60.87,14.15,TRK752123,PO436669
SO10629,1,4,8,1,2,4,20250426,20250429,20250502,1,2338.05,2338.05,0.0,1307.47,1307.47,2338.05,192.89,84.55,TRK665680,PO495351
SO10630,4,22,135,1,1,1,20241223,20241229,20241224,1,3422.23,3422.23,0.0,2097.84,2097.84,3422.23,282.33,77.33,TRK586993,PO535239
SO10630,3,57,138,3,4,6,20251014,20251017,20251017,2,49.0,98.0,9.8,20.87,41.74,88.2,7.28,2.14,TRK234425,PO438560
SO10630,2,47,139,1,4,6,20240408,20240418,20240412,2,776.68,1553.36,0.0,455.26,910.52,1553.36,128.15,50.42,TRK231945,PO329964
SO10630,1,17,132,1,1,3,20240325,20240329,20240331,1,543.13,543.13,0.0,333.47,333.47,543.13,44.81,12.01,TRK361912,PO337212
SO10631,3,24,65,1,2,4,20241202,20241212,20241208,3,2287.04,6861.12,0.0,1464.07,4392.21,6861.12,566.04,190.21,TRK896806,PO238104
SO10632,1,55,84,1,3,5,20250816,20250819,20250822,2,48.64,97.28,0.0,23.6,47.2,97.28,8.03,3.62,TRK932773,PO307509
SO10633,4,2,47,1,2,4,20240831,20240905,20240904,1,2120.81,2120.81,0.0,1338.0,1338.0,2120.81,174.97,41.73,TRK999343,PO460607
SO10633,3,52,49,4,4,6,20250409,20250416,20250414,3,21.61,64.83,9.72,8.05,24.15,55.11,4.55,1.28,TRK453637,PO295370
SO10633,3,44,66,2,3,5,20250412,20250416,20250418,2,801.07,1602.14,80.11,461.7,923.4,1522.03,125.57,54.32,TRK166183,PO919938
SO10634,1,55,94,1,4,6,20250710,20250715,20250711,5,48.64,243.2,0.0,23.6,118.0,243.2,20.06,4.09,TRK226120,PO677204
SO10635,2,17,76,1,1,2,20250322,20250326,20250329,1,543.13,543.13,0.0,333.47,333.47,543.13,44.81,21.26,TRK248592,PO980817
SO10636,3,3,57,2,3,5,20241228,20250102,20250102,1,2283.24,2283.24,114.16,1439.58,1439.58,2169.08,178.95,77.65,TRK665661,PO341616
SO10637,2,22,136,1,1,1,20251127,20251202,20251203,1,3422.23,3422.23,0.0,2097.84,2097.84,3422.23,282.33,99.35,TRK667092,PO739280
SO10637,4,26,109,1,4,6,20250214,20250221,20250218,1,2392.26,2392.26,0.0,1447.45,1447.45,2392.26,197.36,88.58,TRK590737,PO437558
SO10638,1,39,35,1,1,1,20250723,20250730,20250725,1,2542.13,2542.13,0.0,1472.24,1472.24,2542.13,209.73,95.82,TRK162099,PO891852
SO10639,4,18,106,1,2,4,20240613,20240619,20240617,1,529.51,529.51,0.0,312.58,312.58,529.51,43.68,17.79,TRK720145,PO302764
SO10639,2,45,64,1,3,5,20241009,20241014,20241013,1,693.43,693.43,0.0,427.6,427.6,693.43,57.21,9.5,TRK315829,PO564919
SO10640,4,36,37,1,2,4,20240430,20240507,20240505,1,745.84,745.84,0.0,520.44,520.44,745.84,61.53,9.75,TRK343459,PO792502
SO10640,3,39,113,1,1,3,20250916,20250926,20250918,1,2542.13,2542.13,0.0,1472.24,1472.24,2542.13,209.73,30.79,TRK385320,PO142961
SO10640,3,33,98,1,1,3,20250312,20250317,20250318,1,824.9,824.9,0.0,507.46,507.46,824.9,68.05,25.36,TRK335545,PO648236
SO10640,4,12,27,1,4,6,20250905,20250913,20250907,3,1607.83,4823.49,0.0,897.63,2692.89,4823.49,397.94,174.04,TRK542157,PO159404
SO10641,3,36,27,2,4,6,20240914,20240922,20240918,3,745.84,2237.52,111.88,520.44,1561.32,2125.64,175.37,63.79,TRK187129,PO113554
SO10641,4,63,26,1,3,5,20240814,20240823,20240820,2,45.08,90.16,0.0,21.38,42.76,90.16,7.44,1.62,TRK687905,PO736108
SO10642,1,49,145,1,1,3,20251114,20251123,20251115,2,800.9,1601.8,0.0,463.15,926.3,1601.8,132.15,44.93,TRK703587,PO199524
SO10642,3,31,31,1,2,4,20250910,20250919,20250917,1,843.25,843.25,0.0,496.89,496.89,843.25,69.57,18.39,TRK778521,PO926420
SO10642,4,59,113,3,1,3,20240208,20240217,20240215,4,47.42,189.68,18.97,22.49,89.96,170.71,14.08,5.83,TRK801569,PO126886
SO10642,4,24,56,1,1,2,20241202,20241206,20241205,1,2287.04,2287.04,0.0,1464.07,1464.07,2287.04,188.68,86.04,TRK990691,PO365828
SO10643,3,45,92,4,3,5,20240911,20240918,20240915,1,693.43,693.43,104.01,427.6,427.6,589.42,48.63,19.75,TRK905947,PO932192
SO10644,2,27,42,2,3,5,20250714,20250722,20250720,2,2351.92,4703.84,235.19,1624.05,3248.1,4468.65,368.66,98.49,TRK985752,PO624116
SO10644,1,43,23,1,1,1,20240821,20240829,20240828,1,2345.63,2345.63,0.0,1415.45,1415.45,2345.63,193.51,44.98,TRK770513,PO525790
SO10645,3,64,81,1,1,1,20250126,20250201,20250129,5,45.23,226.15,0.0,23.51,117.55,226.15,18.66,8.07,TRK945044,PO559034
SO10646,3,21,93,1,1,2,20240424,20240430,20240429,1,3695.11,3695.11,0.0,2013.24,2013.24,3695.11,304.85,71.37,TRK893531,PO687119
SO10647,4,23,138,1,4,6,20240318,20240324,20240319,2,2278.75,4557.5,0.0,1453.1,2906.2,4557.5,375.99,57.95,TRK993605,PO376163
SO10647,3,44,38,1,1,1,20240516,20240525,20240517,2,801.07,1602.14,0.0,461.7,923.4,1602.14,132.18,56.64,TRK743217,PO697800
SO10647,1,42,22,1,3,5,20240211,20240217,20240216,1,2416.26,2416.26,0.0,1576.33,1576.33,2416.26,199.34,35.4,TRK618513,PO335372
SO10647,4,32,57,1,3,5,20240809,20240814,20240810,1,789.13,789.13,0.0,500.36,500.36,789.13,65.1,14.92,TRK978634,PO560272
SO10647,4,25,107,1,4,6,20250615,20250624,20250621,2,2496.04,4992.08,0.0,1485.17,2970.34,4992.08,411.85,136.1,TRK883068,PO374194
SO10647,2,34,94,1,4,6,20240828,20240905,20240902,2,748.1,1496.2,0.0,449.62,899.24,1496.2,123.44,30.99,TRK437287,PO967641
SO10647,2,69,64,1,3,5,20250603,20250613,20250608,4,32.59,130.36,0.0,14.58,58.32,130.36,10.75,2.53,TRK855086,PO465263
SO10648,1,29,142,1,2,4,20240224,20240305,20240229,2,740.85,1481.7,0.0,503.82,1007.64,1481.7,122.24,34.28,TRK279664,PO123189
SO10649,3,58,144,1,1,3,20241221,20241231,20241228,4,52.24,208.96,0.0,23.3,93.2,208.96,17.24,6.52,TRK168590,PO853788
SO10649,4,33,71,1,4,6,20250904,20250914,20250908,3,824.9,2474.7,0.0,507.46,1522.38,2474.7,204.16,77.03,TRK325657,PO793948
SO10649,4,40,116,1,1,3,20241107,20241115,20241109,2,2294.32,4588.64,0.0,1421.92,2843.84,4588.64,378.56,124.33,TRK251239,PO903524
SO10649,1,41,139,4,4,6,20240224,20240303,20240229,1,2407.41,2407.41,361.11,1425.74,1425.74,2046.3,168.82,27.81,TRK655506,PO533807
SO10650,1,25,42,4,3,5,20240702,20240707,20240703,1,2496.04,2496.04,374.41,1485.17,1485.17,2121.63,175.03,62.55,TRK447907,PO193434
SO10651,3,52,25,2,4,6,20250131,20250209,20250204,4,21.61,86.44,4.32,8.05,32.2,82.12,6.77,2.54,TRK291878,PO200519
SO10652,2,46,80,2,4,6,20240915,20240925,20240916,1,695.66,695.66,34.78,470.4,470.4,660.88,54.52,10.27,TRK468260,PO778664
SO10653,1,44,21,2,4,6,20250620,20250627,20250621,2,801.07,1602.14,80.11,461.7,923.4,1522.03,125.57,55.37,TRK815873,PO491272
SO10654,3,22,25,4,4,6,20250625,20250628,20250626,1,3422.23,3422.23,513.33,2097.84,2097.84,2908.9,239.98,57.61,TRK172759,PO280767
SO10655,3,64,49,1,4,6,20241219,20241223,20241226,2,45.23,90.46,0.0,23.51,47.02,90.46,7.46,2.76,TRK701866,PO285522
SO10656,1,23,113,1,1,3,20250331,20250403,20250405,2,2278.75,4557.5,0.0,1453.1,2906.2,4557.5,375.99,50.88,TRK946415,PO426804
SO10657,3,14,75,1,2,4,20250827,20250901,20250828,1,504.81,504.81,0.0,290.0,290.0,504.81,41.65,12.58,TRK576752,PO790474
SO10658,4,50,141,4,3,5,20251115,20251119,20251118,3,37.64,112.92,16.94,13.75,41.25,95.98,7.92,1.67,TRK297488,PO932625
SO10658,3,6,104,1,2,4,20250506,20250510,20250513,1,2100.96,2100.96,0.0,1401.2,1401.2,2100.96,173.33,53.77,TRK652953,PO690344
SO10659,2,69,148,1,2,4,20250713,20250719,20250716,4,32.59,130.36,0.0,14.58,58.32,130.36,10.75,2.56,TRK407189,PO756764
SO10660,4,52,110,1,1,3,20250517,20250520,20250521,3,21.61,64.83,0.0,8.05,24.15,64.83,5.35,0.85,TRK420756,PO621786
SO10660,2,8,74,3,3,5,20240711,20240715,20240714,2,1689.57,3379.14,337.91,956.83,1913.66,3041.23,250.9,111.8,TRK772066,PO428889
SO10661,4,69,13,1,1,1,20241106,20241115,20241108,1,32.59,32.59,0.0,14.58,14.58,32.59,2.69,0.67,TRK874415,PO633069
SO10662,2,23,135,1,1,1,20240215,20240221,20240216,2,2278.75,4557.5,0.0,1453.1,2906.2,4557.5,375.99,108.09,TRK847016,PO435869
SO10663,1,27,19,1,4,6,20251017,20251020,20251018,2,2351.92,4703.84,0.0,1624.05,3248.1,4703.84,388.07,177.16,TRK404550,PO104968
SO10664,2,43,62,4,1,3,20240821,20240829,20240828,1,2345.63,2345.63,351.84,1415.45,1415.45,1993.79,164.49,43.98,TRK751966,PO801007
SO10664,3,55,67,1,4,6,20251003,20251010,20251005,5,48.64,243.2,0.0,23.6,118.0,243.2,20.06,9.29,TRK529080,PO823812
SO10665,4,54,3,1,1,1,20240713,20240723,20240716,3,45.95,137.85,0.0,21.77,65.31,137.85,11.37,3.86,TRK143829,PO829810
SO10665,1,17,115,1,1,3,20240313,20240317,20240314,3,543.13,1629.39,0.0,333.47,1000.41,1629.39,134.42,24.06,TRK292265,PO663022
SO10666,3,22,84,1,3,5,20251128,20251207,20251201,3,3422.23,10266.69,0.0,2097.84,6293.52,10266.69,847.0,267.84,TRK213762,PO897955
SO10666,4,51,31,4,2,4,20250722,20250801,20250724,2,7.37,14.74,2.21,2.07,4.14,12.53,1.03,0.17,TRK602078,PO214655
SO10667,4,30,29,3,1,1,20240707,20240711,20240714,1,739.88,739.88,73.99,476.63,476.63,665.89,54.94,20.52,TRK745210,PO488918
SO10668,1,19,113,1,1,3,20240212,20240218,20240219,2,3766.58,7533.16,0.0,2212.17,4424.34,7533.16,621.49,122.89,TRK260128,PO457928
SO10668,1,23,65,1,2,4,20251021,20251024,20251025,1,2278.75,2278.75,0.0,1453.1,1453.1,2278.75,188.0,48.77,TRK336176,PO292899
SO10669,3,43,50,2,1,2,20240126,20240205,20240127,3,2345.63,7036.89,351.84,1415.45,4246.35,6685.05,551.52,236.0,TRK683902,PO268923
SO10670,2,41,37,1,2,4,20240307,20240316,20240312,1,2407.41,2407.41,0.0,1425.74,1425.74,2407.41,198.61,62.66,TRK859252,PO437281
SO10671,4,5,95,3,3,5,20251201,20251207,20251202,1,2172.52,2172.52,217.25,1294.67,1294.67,1955.27,161.31,41.91,TRK906035,PO694495
SO10671,4,29,31,1,2,4,20250712,20250716,20250713,3,740.85,2222.55,0.0,503.82,1511.46,2222.55,183.36,65.49,TRK396189,PO818914
SO10672,4,58,100,1,1,2,20250517,20250524,20250520,5,52.24,261.2,0.0,23.3,116.5,261.2,21.55,10.29,TRK260576,PO576287
SO10672,3,47,138,1,4,6,20251014,20251019,20251018,1,776.68,776.68,0.0,455.26,455.26,776.68,64.08,31.05,TRK875952,PO121954
SO10673,2,39,111,1,4,6,20250224,20250302,20250228,1,2542.13,2542.13,0.0,1472.24,1472.24,2542.13,209.73,34.96,TRK525504,PO541597
SO10673,2,59,107,1,4,6,20250201,20250211,20250204,5,47.42,237.1,0.0,22.49,112.45,237.1,19.56,4.77,TRK858443,PO655678
SO10673,3,32,53,2,1,1,20250805,20250811,20250812,1,789.13,789.13,39.46,500.36,500.36,749.67,61.85,23.9,TRK585884,PO674835
SO10673,3,48,105,1,1,2,20250206,20250211,20250210,3,690.18,2070.54,0.0,452.27,1356.81,2070.54,170.82,27.45,TRK973346,PO912203
SO10674,2,7,106,1,2,4,20250718,20250723,20250724,1,1525.01,1525.01,0.0,904.22,904.22,1525.01,125.81,32.83,TRK564498,PO124993
SO10674,2,50,53,1,1,1,20241006,20241011,20241012,4,37.64,150.56,0.0,13.75,55.0,150.56,12.42,3.32,TRK258002,PO531268
SO10674,1,60,82,3,1,1,20240513,20240523,20240516,2,49.85,99.7,9.97,20.78,41.56,89.73,7.4,2.54,TRK809035,PO201779
SO10674,3,11,17,1,3,5,20240224,20240303,20240302,1,1730.74,1730.74,0.0,980.12,980.12,1730.74,142.79,21.98,TRK312868,PO879704
SO10675,3,28,39,3,3,5,20250106,20250114,20250111,1,2500.86,2500.86,250.09,1544.51,1544.51,2250.77,185.69,83.58,TRK837781,PO283729
SO10676,4,39,75,2,2,4,20240612,20240617,20240614,1,2542.13,2542.13,127.11,1472.24,1472.24,2415.02,199.24,54.23,TRK265969,PO688947
SO10676,1,61,142,4,2,4,20240912,20240916,20240918,5,51.06,255.3,38.3,22.14,110.7,217.0,17.9,8.32,TRK892381,PO141291
